Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Quicksilver Storm,4293613902,"""6917529810317069010""",keep,Exotic,Auto Rifle,deluxe,KineticSlot,Strand,1810,,,10,Vault,true,false,5,18,,88,83,18,50,16,0,0,100,720,54,51,53,0,0,0,0,0,0,0,0,0,26,false,0,2420,,"weapons, Nez Strand Graviton, 1 SQ Vesper Arclock, 1SQ Stasis, Mactics' Invincible Omni Hunter 5.0, Cyrtarachne's Facade Maven",,Rocket Tracers*,Corkscrew Rifling*,High-Caliber Rounds*,Grenade Chaser*,Hand-Laid Stock*,Neomuna Nights*,Kill Tracker*,Crucible Tracker,Quicksilver Storm Catalyst*,,,,,,,,,,
Blood Feud,1509167284,"""6917529810721963547""",keep,Legendary,Submachine Gun,plunder,KineticSlot,Stasis,1600,,Reload Speed,1,Vault,true,false,5,18,,100,30,22,37,14,0,0,26,720,32,28,43,0,0,0,0,0,0,0,0,0,19,false,0,8,,,,Aggressive Frame*,Chambered Compensator*,Hammer-Forged Rifling,Tactical Mag*,Alloy Magazine,Pugilist*,Headstone*,Tier 1: Reload Speed*,Right Hook*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Touch of Malice,1802135586,"""6917529813422379442""",keep,Exotic,Scout Rifle,kf,KineticSlot,Kinetic,1800,,,10,Vault,true,false,5,18,,85,40,45,53,20,0,0,61,260,61,11,40,0,0,0,0,0,0,0,0,0,25,false,0,822,,,,Touch of Malice*,Polygonal Rifling*,Flared Magwell*,Charged with Blight*,Hand-Laid Stock*,Threatening Breath*,Kill Tracker*,Crucible Tracker,Touch of Malice Catalyst*,,,,,,,,,,
Stormchaser,3652506829,"""6917529818570976031""",keep,Legendary,Linear Fusion Rifle,duality,Power,Arc,1600,,Charge Time,10,Vault,true,false,5,17,,80,62,38,46,25,0,0,53,0,25,5,35,500,0,0,0,0,0,0,0,0,10,false,0,84,,,,Aggressive Frame*,Corkscrew Rifling*,Smallbore,Particle Repeater,Projection Fuse*,Clown Cartridge*,Frenzy*,Masterworked: Charge Time*,Bitterspite*,Kill Tracker*,Crucible Tracker,,,,,,,,
Forgiveness,2345794502,"""6917529823130887176""",keep,Legendary,Sidearm,trials,Energy,Arc,1600,,Handling,9,Vault,true,false,5,17,,96,90,56,70,12,0,0,56,325,24,25,53,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Aggressive Burst*,Corkscrew Rifling*,Smallbore,Appended Mag,Ricochet Rounds*,Demolitionist*,Adrenaline Junkie*,Tier 9: Handling*,Alacrity*,One Quiet Moment,Kill Tracker,Crucible Tracker*,,,,,,,
Midha's Reckoning,3969066556,"""6917529824487998042""",keep,Legendary,Fusion Rifle,kf,Energy,Arc,1600,,Stability,1,Vault,true,false,5,18,,100,68,95,52,15,0,0,23,0,18,6,29,960,0,0,0,0,0,0,0,0,8,false,0,42,,,,High-Impact Frame*,Arrowhead Brake*,Chambered Compensator,Enhanced Battery*,Particle Repeater,Backup Plan*,Successful Warm-Up*,Tier 1: Stability*,Runneth Over*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,Empty Weapon Level Boost Socket*,,,,,
Ammit AR2,2119346509,"""6917529826281816880""",keep,Legendary,Auto Rifle,legendaryengram,Energy,Solar,1810,,Reload Speed,10,Vault,true,false,5,18,,71,44,29,75,17,0,0,54,450,53,32,48,0,0,0,0,0,0,0,0,0,20,true,61,3263,omolon,"weapons, Nez Strand Graviton, 1 SQ Vesper Arclock, 1SQ Stasis",,Precision Frame*,Smallbore*,High-Caliber Rounds*,Ambitious Assassin*,Incandescent*,Minor Spec*,*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Qullim's Terminus,1321506184,"""6917529826900445652""",keep,Legendary,Machine Gun,kf,Power,Stasis,1800,,Reload Speed,2,Vault,true,false,5,18,,80,32,70,68,16,0,0,25,360,18,57,45,0,0,0,0,0,0,0,0,0,25,false,0,27,,,,High-Impact Frame*,Extended Barrel,Fluted Barrel*,Appended Mag,Extended Mag*,Heating Up*,Headstone*,Tier 2: Reload Speed*,Runneth Over*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,
Planck's Stride,820890091,"""6917529827078052723""",keep,Legendary,Machine Gun,plunder,Power,Arc,1600,,Stability,5,Vault,true,false,5,18,,86,63,25,26,16,0,0,43,900,72,75,57,0,0,0,0,0,0,0,0,0,9,false,0,0,,Criss ARC,,Rapid-Fire Frame*,Arrowhead Brake*,Corkscrew Rifling,Alloy Magazine,Flared Magwell*,Perpetual Motion*,Swashbuckler*,Tier 5: Stability*,Right Hook*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
The Epicurean,2263839058,"""6917529828479562854""",keep,Legendary,Fusion Rifle,duality,Energy,Void,1600,,,,Vault,true,false,5,17,,90,65,80,69,15,0,0,49,0,26,7,20,780,0,0,0,0,0,0,0,0,5,true,13,265,,,,Precision Frame*,Extended Barrel*,Enhanced Battery*,Ensemble*,Cornered*,*,To Excess*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
Pizzicato-22,4100775158,"""6917529828812917361""",keep,Legendary,Submachine Gun,legendaryengram,KineticSlot,Kinetic,1600,,Range,5,Vault,true,false,5,18,,90,45,20,53,14,0,0,60,900,50,34,61,0,0,0,0,0,0,0,0,0,22,false,0,0,suros,,,Adaptive Frame*,Polygonal Rifling*,Smallbore,High-Caliber Rounds*,Flared Magwell,Perpetual Motion*,Rangefinder*,Tier 5: Range*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,,
Horror's Least,216983039,"""6917529828837490622""",keep,Legendary,Pulse Rifle,nightfall,Energy,Arc,1600,,Reload Speed,4,Vault,true,false,5,17,,85,82,23,44,17,0,0,49,540,39,36,32,0,0,0,0,0,0,0,0,0,17,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Chambered Compensator,Accurized Rounds*,Tactical Mag,Zen Moment*,Kill Clip*,Tier 4: Reload Speed*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,,,
Yesteryear,1141927949,"""6917529830453811556""",keep,Legendary,Pulse Rifle,drifter,Energy,Void,1600,,Stability,1,Vault,true,false,5,18,,60,59,29,58,17,0,0,49,390,42,35,32,0,0,0,0,0,0,0,0,0,17,false,0,0,suros,,,Adaptive Frame*,Extended Barrel*,Hammer-Forged Rifling,High-Caliber Rounds*,Ricochet Rounds,Slideways*,Multikill Clip*,Tier 1: Stability*,Gun and Run*,Suros Synergy,Kill Tracker*,Crucible Tracker,,,,,,,
Bequest,3366545721,"""6917529830701779235""",keep,Legendary,Sword,deepstonecrypt,Power,Arc,1600,,Impact,4,Vault,true,false,4,12,,0,0,74,0,0,0,0,0,0,0,60,0,0,0,0,70,40,0,40,40,0,0,false,0,0,,,,Adaptive Frame*,Honed Edge*,Jagged Edge,Balanced Guard*,Heavy Guard,Relentless Strikes*,Flash Counter*,Tier 5: Impact*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
Defiance of Yasmin,3228096719,"""6917529831669356551""",,Legendary,Sniper Rifle,kf,KineticSlot,Kinetic,1600,,Handling,5,Vault,true,false,5,18,,62,68,70,64,40,0,0,46,90,22,5,51,0,0,0,0,0,0,0,0,0,14,false,0,0,,,,Adaptive Frame*,Hammer-Forged Rifling*,Smallbore,Extended Mag*,Steady Rounds,Shoot to Loot*,Vorpal Weapon*,Tier 5: Handling*,Runneth Over*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Thunderlord,3325463374,"""6917529832540781165""",keep,Exotic,Machine Gun,,Power,Arc,1810,,,10,Hunter(1814),true,false,2,4,Festival of the Lost,70,90,41,65,15,0,0,60,450,68,62,60,0,0,0,0,0,0,0,0,0,26,false,0,550,,Mactics' Fallen Sunstar Warlock,,Reign Havoc*,Polygonal Rifling*,Armor-Piercing Rounds*,Lightning Rounds*,Feeding Frenzy*,Law of Induction*,Kill Tracker*,Crucible Tracker,Thunderlord Catalyst*,,,,,,,,,,
Unforgiven,3000847393,"""6917529832778508916""",keep,Legendary,Submachine Gun,duality,Energy,Void,1600,,Range,5,Vault,true,false,5,17,,93,33,22,53,14,0,0,21,720,21,28,65,0,0,0,0,0,0,0,0,0,20,false,0,378,,,,Aggressive Frame*,Corkscrew Rifling,Fluted Barrel*,Appended Mag,High-Caliber Rounds*,Demolitionist*,Golden Tricorn*,Tier 5: Range*,Bitterspite*,Kill Tracker*,Crucible Tracker,,,,,,,,
D.A.R.C.I.,3141979346,"""6917529833236255799""",keep,Exotic,Sniper Rifle,,Power,Arc,1600,,Stability,10,Vault,true,false,1,1,,100,60,55,40,40,0,0,95,140,40,7,80,0,0,0,0,0,0,0,0,0,90,false,0,106,,,,Personal Assistant*,Extended Barrel*,Extended Mag*,Target Acquired*,Short-Action Stock*,D.A.R.C.I. Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,,
Cry Mutiny,616582330,"""6917529833944375727""",keep,Legendary,Grenade Launcher,crucible,Power,Solar,1600,,Blast Radius,10,Vault,true,false,5,18,,58,62,0,0,13,65,23,42,120,55,6,37,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Adaptive Frame*,Volatile Launch*,Mini Frags*,Incandescent*,Demolitionist,Swashbuckler*,Vorpal Weapon,Masterworked: Blast Radius*,Kill Tracker*,Crucible Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,,,,,,
Smite of Merain,2221264583,"""6917529834168113198""",keep,Legendary,Pulse Rifle,kf,KineticSlot,Kinetic,1600,,Stability,1,Vault,true,false,5,18,,70,60,29,63,17,0,0,51,390,47,38,47,0,0,0,0,0,0,0,0,0,21,false,0,0,,,,Adaptive Frame*,Hammer-Forged Rifling*,Smallbore,Accurized Rounds*,Steady Rounds,Stats for All*,Firefly*,Tier 1: Stability*,Runneth Over*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Mechabre,1280894514,"""6917529835099346237""",keep,Legendary,Sniper Rifle,events,Energy,Arc,1600,,Reload Speed,5,Vault,true,false,5,18,Festival of the Lost,77,41,90,99,45,0,0,18,72,35,3,21,0,0,0,0,0,0,0,0,0,5,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling,Full Bore*,Accurized Rounds*,Flared Magwell,Auto-Loading Holster*,Opening Shot*,Tier 5: Reload Speed*,Search Party*,Kill Tracker*,Crucible Tracker,,,,,,,,
Fugue-55,2233545123,"""6917529835915807913""",keep,Legendary,Sniper Rifle,legendaryengram,Energy,Void,1803,,Reload Speed,1,Vault,true,false,5,16,,74,66,70,59,50,0,0,54,90,46,5,52,0,0,0,0,0,0,0,0,0,3,false,0,0,suros,,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Appended Mag*,Flared Magwell,Lead from Gold*,Firing Line*,Tier 1: Reload Speed*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,,
Zaouli's Bane,431721920,"""6917529836123894529""",keep,Legendary,Hand Cannon,kf,Energy,Solar,1600,,Range,4,Vault,true,false,5,18,,89,77,84,47,14,0,0,57,140,43,12,61,0,0,0,0,0,0,0,0,0,19,false,0,153,,,,Adaptive Frame*,Fluted Barrel*,Smallbore,Appended Mag*,Steady Rounds,Explosive Payload*,Incandescent*,Tier 4: Range*,Runneth Over*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Retraced Path,548958835,"""6917529841107653426""",keep,Legendary,Trace Rifle,30th,Energy,Solar,1600,,Reload Speed,1,Vault,true,false,4,15,,94,100,6,74,16,0,0,75,1000,46,100,46,0,0,0,0,0,0,0,0,0,10,false,0,40,,,,Adaptive Frame*,Hammer-Forged Rifling*,Smallbore,Enhanced Battery*,Ionized Battery,Feeding Frenzy*,Incandescent*,Tier 1: Reload Speed*,Hot Swap*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,
Perses-D,1019000888,"""6917529841234220372""",keep,Legendary,Scout Rifle,legendaryengram,KineticSlot,Stasis,1800,,Reload Speed,10,Vault,true,false,5,16,,74,36,67,83,22,0,0,27,150,43,14,36,0,0,0,0,0,0,0,0,0,12,false,0,0,hakke,,,High-Impact Frame*,Corkscrew Rifling*,Polygonal Rifling,Accurized Rounds*,Steady Rounds,Perpetual Motion*,Explosive Payload*,Masterworked: Reload Speed*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,,
Recurrent Impact,1572896086,"""6917529842016816982""",keep,Legendary,Machine Gun,psiops,Power,Stasis,1600,,Range,3,Vault,true,false,5,16,,53,67,25,37,17,0,0,49,900,72,85,50,0,0,0,0,0,0,0,0,0,10,false,0,26,,,,Rapid-Fire Frame*,Smallbore*,Tactical Mag*,Perpetual Motion*,Headstone*,Tier 3: Range*,Land Tank*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,,,
Brigand's Law,1298815317,"""6917529842661511536""",keep,Legendary,Sidearm,plunder,Energy,Arc,1600,,Reload Speed,2,Vault,true,false,5,18,,95,59,35,20,12,0,0,73,450,53,15,66,0,0,0,0,0,0,0,0,0,14,false,0,46,,,,Rapid-Fire Frame*,Extended Barrel,Fluted Barrel*,Tactical Mag*,Alloy Magazine,Perpetual Motion*,Voltshot*,Tier 2: Reload Speed*,Right Hook*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,
Aisha's Embrace,2638190703,"""6917529843305850142""",keep,Legendary,Scout Rifle,trials,Energy,Void,1600,,Stability,2,Vault,true,false,5,16,,65,71,45,49,21,0,0,48,260,35,18,16,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator,Extended Barrel*,Appended Mag,Armor-Piercing Rounds*,Shoot to Loot*,Vorpal Weapon*,Tier 2: Stability*,Alacrity*,One Quiet Moment,Kill Tracker*,Crucible Tracker,,,,,,,
Duty Bound (Adept),1135050595,"""6917529843318796777""",keep,Legendary,Auto Rifle,nightfall,KineticSlot,Kinetic,1600,,Reload Speed,10,Vault,true,false,5,16,,90,73,21,39,18,0,0,42,600,59,47,76,0,0,0,0,0,0,0,0,0,18,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Polygonal Rifling,Appended Mag*,Steady Rounds,Perpetual Motion*,Compulsive Reloader,One for All*,Masterworked: Reload Speed*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,,
Herod-C,1788603939,"""6917529843382916092""",keep,Legendary,Auto Rifle,drifter,KineticSlot,Stasis,1810,,Range,1,Vault,true,false,5,16,,76,61,33,100,19,0,0,33,360,38,33,25,0,0,0,0,0,0,0,0,0,22,false,0,0,hakke,,,High-Impact Frame*,Full Bore*,Hammer-Forged Rifling,Appended Mag,Ricochet Rounds*,Fourth Time's the Charm*,Moving Target*,Tier 1: Range*,Gun and Run*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,,,,,,,
Trespasser,1234150730,"""6917529843387742231""",keep,Exotic,Sidearm,seasonpass,Energy,Arc,1600,,,10,Vault,true,false,5,17,,100,70,75,59,12,0,0,90,491,33,30,53,0,0,0,0,0,0,0,0,0,29,false,0,163,,,,Unrepentant*,Full Bore*,Ricochet Rounds*,Be the Danger*,Smooth Grip*,Kill Tracker*,Crucible Tracker,Trespasser Catalyst*,,,,,,,,,,,
Stay Frosty,2812100428,"""6917529845058902514""",keep,Legendary,Pulse Rifle,events,KineticSlot,Stasis,1810,,Stability,10,Vault,true,false,5,19,The Dawning,85,70,27,38,18,0,0,67,450,71,31,77,0,0,0,0,0,0,0,0,0,20,false,0,2045,omolon,weapons,,Lightweight Frame*,Arrowhead Brake*,Extended Barrel,Extended Mag,Flared Magwell*,Tunnel Vision*,Headstone*,Masterworked: Stability*,Dawning Surprise,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Wilderflight,2306182339,"""6917529845398742089""",keep,Legendary,Grenade Launcher,dungeon,Energy,Void,1600,,Blast Radius,10,Vault,true,false,5,19,,25,67,0,0,13,0,100,20,100,32,1,58,0,0,0,0,0,0,0,0,0,4,false,0,3,tex-mechanica,,,Double Fire*,Quick Launch*,Smart Drift Control,Disorienting Grenades*,Proximity Grenades,Auto-Loading Holster*,Disruption Break*,Masterworked: Blast Radius*,Tex Balanced Stock*,Kill Tracker*,Crucible Tracker,,,,,,,,
Long Arm,8293111,"""6917529845417370258""",keep,Legendary,Scout Rifle,dungeon,Energy,Arc,1600,,Stability,10,Vault,true,false,5,19,,72,52,100,62,18,0,0,47,120,55,16,53,0,0,0,0,0,0,0,0,0,14,false,0,254,tex-mechanica,,,Aggressive Frame*,Fluted Barrel,Smallbore*,Appended Mag,Tactical Mag*,Wellspring*,Dragonfly*,Masterworked: Stability*,Tex Balanced Stock*,Kill Tracker*,Crucible Tracker,,,,,,,,
Taipan-4fr,1911060537,"""6917529848794964631""",keep,Legendary,Linear Fusion Rifle,legendaryengram,Power,Void,1775,,Reload Speed,10,Vault,true,false,5,18,,69,64,41,75,25,0,0,35,0,39,5,38,533,0,0,0,0,0,0,0,0,9,true,28,237,veist,,,Precision Frame*,Full Bore*,Projection Fuse*,Genesis*,Repulsor Brace*,*,Veist Stinger*,Nightfall Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Nightfall Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Cold Front,2814093983,"""6917529850278396816""",keep,Legendary,Submachine Gun,events,KineticSlot,Kinetic,1600,,Handling,2,Vault,true,false,5,19,The Dawning,100,29,22,50,14,0,0,17,720,19,27,50,0,0,0,0,0,0,0,0,0,15,false,0,0,hakke,,,Aggressive Frame*,Chambered Compensator*,Polygonal Rifling,Accurized Rounds*,Appended Mag,Air Assault,Perpetual Motion*,Rampage*,One for All,Tier 2: Handling*,Dawning Surprise,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,
Royal Entry,2448907086,"""6917529851053104025""",keep,Legendary,Rocket Launcher,strikes,Power,Void,1790,,Reload Speed,10,Vault,true,false,4,13,,90,65,0,0,20,30,46,49,15,69,1,52,0,0,0,0,0,0,0,0,0,3,false,0,46,,,,Precision Frame*,Quick Launch,Smart Drift Control*,Alloy Casing*,High-Velocity Rounds,Impulse Amplifier*,Chain Reaction*,Boss Spec*,Masterworked: Reload Speed*,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,,,,
Razor's Edge,1796949035,"""6917529852612401499""",keep,Legendary,Sword,ironbanner,Power,Void,1600,,Impact,3,Vault,true,false,5,16,,0,0,65,0,0,0,0,0,0,0,55,0,0,0,0,30,10,0,40,40,0,0,false,0,0,,,,Vortex Frame*,Hungry Edge,Honed Edge,Jagged Edge*,Enduring Guard,Swordmaster's Guard*,Wellspring*,Frenzy*,Tier 3: Impact*,Skulking Wolf*,Kill Tracker*,Crucible Tracker,,,,,,,
The Other Half,3257091167,"""6917529852674737234""",keep,Legendary,Sword,30th,Power,Void,1810,,Impact,10,Vault,true,false,4,15,,0,0,68,0,0,0,0,0,0,0,63,0,0,0,0,32,12,0,40,42,0,0,true,27,988,,"weapons, Nez Strand Graviton",,Adaptive Frame*,Jagged Edge*,Swordmaster's Guard*,Eager Edge*,Frenzy*,Backup Mag*,*,Hot Swap*,Gambit Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Gambit Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
The Manticore,219145368,"""6917529852937201181""",keep,Exotic,Submachine Gun,seasonpass,Energy,Void,1800,,,10,Vault,true,false,5,19,,100,65,15,46,15,0,0,78,900,30,38,73,0,0,0,0,0,0,0,0,0,30,false,0,748,veist,weapons,,Soaring Fang*,Arrowhead Brake*,Ricochet Rounds*,Swooping Talons*,Fitted Stock*,Kill Tracker*,Crucible Tracker,The Manticore Catalyst*,,,,,,,,,,,
Fire and Forget,2272041093,"""6917529853271926171""",keep,Legendary,Linear Fusion Rifle,rasputin,Power,Stasis,1600,,Range,4,Vault,true,false,5,19,,75,60,44,54,25,0,0,34,0,22,5,22,533,0,0,0,0,0,0,0,0,7,false,0,0,veist,,,Aggressive Frame*,Full Bore*,Hammer-Forged Rifling,Liquid Coils*,Projection Fuse,Headstone*,Vorpal Weapon*,Tier 4: Range*,Ambush,Veist Stinger*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Sturm,2907129556,"""6917529853576579656""",keep,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,"Handling, Range",10,Vault,true,false,1,1,,100,50,92,90,14,0,0,51,120,30,12,70,0,0,0,0,0,0,0,0,0,22,false,0,0,,,,Accomplice*,Extended Barrel*,Extended Mag*,Storm and Stress*,Combat Grip*,Sudden Squall*,Sturm Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Liminal Vigil,3138208275,"""6917529853675580072""",keep,Legendary,Sidearm,dungeon,KineticSlot,Stasis,1600,,Reload Speed,10,Vault,true,false,5,19,,94,85,56,73,12,0,0,29,325,30,31,30,0,0,0,0,0,0,0,0,0,22,false,0,536,tex-mechanica,,,Aggressive Burst*,Full Bore*,Polygonal Rifling,Appended Mag*,Light Mag,Threat Detector*,Swashbuckler*,Masterworked: Reload Speed*,Tex Balanced Stock*,Kill Tracker*,Crucible Tracker,,,,,,,,
Arctic Haze,20935540,"""6917529854229102810""",keep,Legendary,Auto Rifle,europa,Energy,Solar,1600,,Reload Speed,3,Vault,true,false,4,12,,42,75,18,39,16,0,0,43,720,66,51,37,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling,Full Bore*,Accurized Rounds,Flared Magwell*,Triple Tap*,Unrelenting*,Tier 3: Reload Speed*,Kill Tracker,Crucible Tracker*,,,,,,,,,
Twilight Oath,3297863558,"""6917529854471682173""",keep,Legendary,Sniper Rifle,dreaming,Energy,Solar,1600,,Range,1,Vault,true,false,4,14,,59,70,55,43,35,0,0,41,140,58,5,70,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Polygonal Rifling,Accurized Rounds*,Extended Mag,Surplus*,Vorpal Weapon*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Waking Vigil,334171687,"""6917529854770732061""",keep,Legendary,Hand Cannon,dreaming,Energy,Arc,1600,,Range,1,Vault,true,false,4,13,,98,92,84,43,14,0,0,53,140,56,12,73,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,SteadyHand HCS*,HitMark HCS,Armor-Piercing Rounds,High-Caliber Rounds*,Rapid Hit*,Opening Shot*,Targeting Adjuster*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
Revision Zero,1473821207,"""6917529855473867639""",keep,Exotic,Pulse Rifle,rasputin,KineticSlot,Kinetic,1803,,"Range, Stability, Handling, Reload Speed, Aim Assistance, Recoil Direction, Magazine, Airborne Effectiveness",10,Vault,true,false,5,19,,85,50,35,91,18,0,0,70,450,43,40,30,0,0,0,0,0,0,0,0,0,25,true,16,639,hakke,weapons,,Hunter's Trace IV*,Full Bore*,High-Caliber Rounds*,Perpetual Motion*,Hand-Laid Stock*,Version: Prime*,Häkke Light Burst Fire*,Häkke Heavy Burst Fire,Kill Tracker*,Crucible Tracker,Outlaw Refit*,Shaped Weapon*,Empty Weapon Level Boost Socket*,Extract Pattern*,,,,,
Abide the Return,1644160541,"""6917529856538207431""",keep,Legendary,Sword,dreaming,Power,Solar,1600,,Impact,1,Vault,true,false,4,14,,0,0,62,0,0,0,0,0,0,0,60,0,0,0,0,20,0,0,90,40,0,0,false,0,0,,,,Adaptive Frame*,Hungry Edge,Honed Edge*,Burst Guard,Enduring Guard*,Tireless Blade*,Whirlwind Blade*,Tier 1: Impact*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Doom of Chelchis,1937552980,"""6917529856543322921""",keep,Legendary,Scout Rifle,kf,Energy,Void,1810,,,,Vault,true,false,5,18,,86,69,62,59,20,0,0,40,180,44,16,29,0,0,0,0,0,0,0,0,0,17,true,18,1029,,weapons,,Precision Frame*,Extended Barrel*,Alloy Magazine*,Steady Hands*,Unrelenting*,Calus's Selected*,Targeting Adjuster*,*,Runneth Over*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
IKELOS_HC_v1.0.3,1731355324,"""6917529856543331648""",keep,Legendary,Hand Cannon,rasputin,Energy,Void,1600,,,,Vault,true,false,5,19,,100,75,78,42,14,0,0,55,180,33,12,23,0,0,0,0,0,0,0,0,0,14,true,1,50,,,,Precision Frame*,Extended Barrel*,Alloy Magazine*,Subsistence*,Repulsor Brace*,*,Rasputin's Arsenal*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
Retrofit Escapade,3103325054,"""6917529856782511224""",keep,Legendary,Machine Gun,seasonpass,Power,Void,1810,,Reload Speed,10,Warlock(1816),true,false,5,19,,85,70,25,23,16,0,0,44,900,77,91,66,0,0,0,0,0,0,0,0,0,12,false,0,20,suros,Criss ARC,,Rapid-Fire Frame*,Arrowhead Brake*,Smallbore,Appended Mag*,Extended Mag,Feeding Frenzy*,Vorpal Weapon*,Taken Spec*,Masterworked: Reload Speed*,Ambush*,Suros Synergy,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,
Jararaca-3sr,1851521408,"""6917529857329965027""",keep,Legendary,Scout Rifle,legendaryengram,KineticSlot,Stasis,1600,,Handling,2,Vault,true,false,5,19,,87,64,45,24,20,0,0,43,260,29,19,31,0,0,0,0,0,0,0,0,0,14,false,0,26,veist,,,VEIST Rapid-Fire*,Arrowhead Brake*,Fluted Barrel,Appended Mag*,Flared Magwell,Perpetual Motion*,Headstone*,Tier 2: Handling*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,,,
